Feature ID	Taxon
Veillonella sp. DNF00869	k__ ; p__Bacillota; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__Veillonella sp. DNF00869
Veillonella parvula	k__ ; p__Bacillota; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__Veillonella parvula
Selenomonas artemidis	k__ ; p__Bacillota; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__Selenomonas artemidis
Megamonas funiformis	k__ ; p__Bacillota; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Megamonas; s__Megamonas funiformis
Acidaminococcus intestini	k__ ; p__Bacillota; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Acidaminococcus; s__Acidaminococcus intestini
Bacillota bacterium	k__ ; p__Bacillota; c__ ; o__ ; f__ ; g__ ; s__Bacillota bacterium
Mycoplasmataceae bacterium	k__ ; p__Mycoplasmatota; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__ ; s__Mycoplasmataceae bacterium
Mycoplasmatales bacterium	k__ ; p__Mycoplasmatota; c__Mollicutes; o__Mycoplasmatales; f__ ; g__ ; s__Mycoplasmatales bacterium
Trueperaceae bacterium	k__ ; p__Deinococcota; c__Deinococci; o__Trueperales; f__Trueperaceae; g__ ; s__Trueperaceae bacterium
Planctomycetota bacterium	k__ ; p__Planctomycetota; c__ ; o__ ; f__ ; g__ ; s__Planctomycetota bacterium
Planctomycetes bacterium UBA1662	k__ ; p__Planctomycetota; c__ ; o__ ; f__ ; g__ ; s__Planctomycetes bacterium UBA1662
Planctomycetes bacterium UBA1135	k__ ; p__Planctomycetota; c__ ; o__ ; f__ ; g__ ; s__Planctomycetes bacterium UBA1135
Planctomycetes bacterium UBA1146	k__ ; p__Planctomycetota; c__ ; o__ ; f__ ; g__ ; s__Planctomycetes bacterium UBA1146
Planctomycetaceae bacterium	k__ ; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__ ; s__Planctomycetaceae bacterium
Planctomycetaceae bacterium TMED10	k__ ; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__ ; s__Planctomycetaceae bacterium TMED10
Fuerstiella sp.	k__ ; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Fuerstiella; s__Fuerstiella sp.
Rubinisphaera brasiliensis	k__ ; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Rubinisphaera; s__Rubinisphaera brasiliensis
Rhodopirellula sp.	k__ ; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Rhodopirellula; s__Rhodopirellula sp.
Mariniblastus sp.	k__ ; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Mariniblastus; s__Mariniblastus sp.
Rubripirellula sp.	k__ ; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Rubripirellula; s__Rubripirellula sp.
Blastopirellula sp.	k__ ; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula; s__Blastopirellula sp.
Roseiconus lacunae	k__ ; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Roseiconus; s__Roseiconus lacunae
Pirellulales bacterium	k__ ; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__ ; g__ ; s__Pirellulales bacterium
Phycisphaerae bacterium	k__ ; p__Planctomycetota; c__Phycisphaerae; o__ ; f__ ; g__ ; s__Phycisphaerae bacterium
Phycisphaerales bacterium	k__ ; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__ ; g__ ; s__Phycisphaerales bacterium
Phycisphaerales bacterium UBA7812	k__ ; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__ ; g__ ; s__Phycisphaerales bacterium UBA7812
Phycisphaerales bacterium UBA854	k__ ; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__ ; g__ ; s__Phycisphaerales bacterium UBA854
Phycisphaeraceae bacterium	k__ ; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__ ; s__Phycisphaeraceae bacterium
Phycisphaera sp. TMED24	k__ ; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__Phycisphaera; s__Phycisphaera sp. TMED24
Verrucomicrobiota bacterium	k__ ; p__Verrucomicrobiota; c__ ; o__ ; f__ ; g__ ; s__Verrucomicrobiota bacterium
Verrucomicrobia bacterium UBA673	k__ ; p__Verrucomicrobiota; c__ ; o__ ; f__ ; g__ ; s__Verrucomicrobia bacterium UBA673
Verrucomicrobia bacterium Opi.OSU.00C	k__ ; p__Verrucomicrobiota; c__ ; o__ ; f__ ; g__ ; s__Verrucomicrobia bacterium Opi.OSU.00C
Verrucomicrobia bacterium UBA6775	k__ ; p__Verrucomicrobiota; c__ ; o__ ; f__ ; g__ ; s__Verrucomicrobia bacterium UBA6775
Verrucomicrobia bacterium UBA2970	k__ ; p__Verrucomicrobiota; c__ ; o__ ; f__ ; g__ ; s__Verrucomicrobia bacterium UBA2970
Verrucomicrobiales bacterium	k__ ; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Verrucomicrobiales; f__ ; g__ ; s__Verrucomicrobiales bacterium
Roseibacillus sp.	k__ ; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Roseibacillus; s__Roseibacillus sp.
Akkermansiaceae bacterium UBA7890	k__ ; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Verrucomicrobiales; f__Akkermansiaceae; g__ ; s__Akkermansiaceae bacterium UBA7890
Akkermansiaceae bacterium UBA4145	k__ ; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Verrucomicrobiales; f__Akkermansiaceae; g__ ; s__Akkermansiaceae bacterium UBA4145
Pedosphaera sp.	k__ ; p__Verrucomicrobiota; c__Pedosphaerae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaera; s__Pedosphaera sp.
Verrucomicrobia subdivision 3 bacterium	k__ ; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__ ; g__ ; s__Limisphaerales bacterium
Verrucomicrobiae bacterium	k__ ; p__Verrucomicrobiota; c__Verrucomicrobiia; o__ ; f__ ; g__ ; s__Verrucomicrobiia bacterium
Opitutae bacterium UBA1116	k__ ; p__Verrucomicrobiota; c__Opitutia; o__ ; f__ ; g__ ; s__Opitutia bacterium UBA1116
Opitutae bacterium	k__ ; p__Verrucomicrobiota; c__Opitutia; o__ ; f__ ; g__ ; s__Opitutia bacterium
Opitutae bacterium UBA7876	k__ ; p__Verrucomicrobiota; c__Opitutia; o__ ; f__ ; g__ ; s__Opitutia bacterium UBA7876
Opitutales bacterium UBA2995	k__ ; p__Verrucomicrobiota; c__Opitutia; o__Opitutales; f__ ; g__ ; s__Opitutales bacterium UBA2995
Opitutales bacterium UBA7389	k__ ; p__Verrucomicrobiota; c__Opitutia; o__Opitutales; f__ ; g__ ; s__Opitutales bacterium UBA7389
Opitutales bacterium	k__ ; p__Verrucomicrobiota; c__Opitutia; o__Opitutales; f__ ; g__ ; s__Opitutales bacterium
uncultured Opitutales bacterium	k__ ; p__Verrucomicrobiota; c__Opitutia; o__Opitutales; f__ ; g__ ; s__uncultured Opitutales bacterium
Opitutaceae bacterium	k__ ; p__Verrucomicrobiota; c__Opitutia; o__Opitutales; f__Opitutaceae; g__ ; s__Opitutaceae bacterium
Candidatus Moanabacter tarae	k__ ; p__Verrucomicrobiota; c__Opitutia; o__Puniceicoccales; f__ ; g__Candidatus Moanabacter; s__Candidatus Moanabacter tarae
Puniceicoccaceae bacterium	k__ ; p__Verrucomicrobiota; c__Opitutia; o__Puniceicoccales; f__Puniceicoccaceae; g__ ; s__Puniceicoccaceae bacterium
uncultured Verrucomicrobiota bacterium	k__ ; p__Verrucomicrobiota; c__ ; o__ ; f__ ; g__ ; s__uncultured Verrucomicrobiota bacterium
Chlamydiia bacterium	k__ ; p__Chlamydiota; c__Chlamydiia; o__ ; f__ ; g__ ; s__Chlamydiia bacterium
Kiritimatiellaceae bacterium	k__ ; p__Kiritimatiellota; c__Kiritimatiellia; o__Kiritimatiellales; f__Kiritimatiellaceae; g__ ; s__Kiritimatiellaceae bacterium
Acidobacteriota bacterium	k__ ; p__Acidobacteriota; c__ ; o__ ; f__ ; g__ ; s__Acidobacteriota bacterium
Acidobacteria bacterium UBA2994	k__ ; p__Acidobacteriota; c__ ; o__ ; f__ ; g__ ; s__Acidobacteria bacterium UBA2994
Acidobacteria bacterium UBA2999	k__ ; p__Acidobacteriota; c__ ; o__ ; f__ ; g__ ; s__Acidobacteria bacterium UBA2999
Acidobacteria bacterium UBA823	k__ ; p__Acidobacteriota; c__ ; o__ ; f__ ; g__ ; s__Acidobacteria bacterium UBA823
Acidobacteria bacterium UBA2990	k__ ; p__Acidobacteriota; c__ ; o__ ; f__ ; g__ ; s__Acidobacteria bacterium UBA2990
Acidobacteria bacterium UBA2161	k__ ; p__Acidobacteriota; c__ ; o__ ; f__ ; g__ ; s__Acidobacteria bacterium UBA2161
Acidobacteriia bacterium UBA6623	k__ ; p__Acidobacteriota; c__Terriglobia; o__ ; f__ ; g__ ; s__Acidobacteriia bacterium UBA6623
Kocuria sp. cx-455	k__ ; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Candidatus Korobacteraceae; g__Candidatus Sulfotelmatobacter; s__Kocuria sp. cx-455
uncultured Acidobacteriota bacterium	k__ ; p__Acidobacteriota; c__ ; o__ ; f__ ; g__ ; s__uncultured Acidobacteriota bacterium
Candidatus Poribacteria bacterium	k__ ; p__Candidatus Poribacteria; c__ ; o__ ; f__ ; g__ ; s__Candidatus Poribacteria bacterium
Candidatus Saccharibacteria bacterium	k__ ; p__Candidatus Saccharimonadota; c__ ; o__ ; f__ ; g__ ; s__Candidatus Saccharimonadota bacterium
TM7 phylum sp. oral taxon 348	k__ ; p__Candidatus Saccharimonadota; c__ ; o__ ; f__ ; g__ ; s__TM7 phylum sp. oral taxon 348
Candidatus Uhrbacteria bacterium	k__ ; p__Candidatus Uhriibacteriota; c__ ; o__ ; f__ ; g__ ; s__Candidatus Uhrbacteria bacterium
Parcubacteria group bacterium	k__ ; p__ ; c__ ; o__ ; f__ ; g__ ; s__Parcubacteria group bacterium
Candidatus Magasanikbacteria bacterium	k__ ; p__Candidatus Magasanikiibacteriota; c__ ; o__ ; f__ ; g__ ; s__Candidatus Magasanikiibacteriota bacterium
Patescibacteria group bacterium	k__ ; p__ ; c__ ; o__ ; f__ ; g__ ; s__Patescibacteria group bacterium
Patescibacteria group bacterium UBA3527	k__ ; p__ ; c__ ; o__ ; f__ ; g__ ; s__Patescibacteria group bacterium UBA3527
Candidatus Woesebacteria bacterium	k__ ; p__Candidatus Woeseibacteriota; c__ ; o__ ; f__ ; g__ ; s__Candidatus Woesebacteria bacterium
Candidatus Dadabacteria bacterium UBA1144	k__ ; p__Thermodesulfobacteriota; c__Candidatus Dadabacteria; o__ ; f__ ; g__ ; s__Candidatus Dadabacteria bacterium UBA1144
Candidatus Dependentiae bacterium	k__ ; p__ ; c__ ; o__ ; f__ ; g__ ; s__Candidatus Babelota bacterium
Candidatus Peribacter sp. UBA6535	k__ ; p__Candidatus Peregrinibacteriota; c__Candidatus Peribacteria; o__Candidatus Peribacterales; f__ ; g__Candidatus Peribacter; s__Candidatus Peribacter sp. UBA6535
Candidatus Nitromaritima sp. SCGC AAA288-L16	k__ ; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Candidatus Nitromaritima; s__Candidatus Nitromaritima sp. SCGC AAA288-L16
Nitrospina sp.	k__ ; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina; s__Nitrospina sp.
Nitrospina sp. LS_NOB	k__ ; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina; s__Nitrospina sp. LS_NOB
Nitrospinaceae bacterium	k__ ; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__ ; s__Nitrospinaceae bacterium
Nitrospinaceae bacterium UBA7883	k__ ; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__ ; s__Nitrospinaceae bacterium UBA7883
uncultured Nitrospinaceae bacterium	k__ ; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__ ; s__uncultured Nitrospinaceae bacterium
Nitrospinota bacterium	k__ ; p__Nitrospinota; c__ ; o__ ; f__ ; g__ ; s__Nitrospinota bacterium
uncultured Nitrospinota bacterium	k__ ; p__Nitrospinota; c__ ; o__ ; f__ ; g__ ; s__uncultured Nitrospinota bacterium
Micavibrio sp.	k__ ; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__Micavibrio; s__Micavibrio sp.
Micavibrio sp. TMED2	k__ ; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__Micavibrio; s__Micavibrio sp. TMED2
Micavibrio sp. UBA2638	k__ ; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__Micavibrio; s__Micavibrio sp. UBA2638
Micavibrio sp. UBA2137	k__ ; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__Micavibrio; s__Micavibrio sp. UBA2137
Micavibrio sp. TMED27	k__ ; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__Micavibrio; s__Micavibrio sp. TMED27
Pseudobdellovibrionaceae bacterium	k__ ; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__ ; s__Pseudobdellovibrionaceae bacterium
Bdellovibrionaceae bacterium UBA6502	k__ ; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__ ; s__Bdellovibrionaceae bacterium UBA6502
Halobacteriovoraceae bacterium	k__ ; p__Bdellovibrionota; c__Bacteriovoracia; o__Bacteriovoracales; f__Halobacteriovoraceae; g__ ; s__Halobacteriovoraceae bacterium
Halobacteriovorax sp. BALOs_7	k__ ; p__Bdellovibrionota; c__Bacteriovoracia; o__Bacteriovoracales; f__Halobacteriovoraceae; g__Halobacteriovorax; s__Halobacteriovorax sp. BALOs_7
Bacteriovoracaceae bacterium	k__ ; p__Bdellovibrionota; c__Bacteriovoracia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__ ; s__Bacteriovoracaceae bacterium
Oligoflexia bacterium	k__ ; p__Bdellovibrionota; c__Oligoflexia; o__ ; f__ ; g__ ; s__Oligoflexia bacterium
Myxococcales bacterium UBA1660	k__ ; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__ ; g__ ; s__Myxococcales bacterium UBA1660
Myxococcales bacterium	k__ ; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__ ; g__ ; s__Myxococcales bacterium
Sandaracinus sp.	k__ ; p__Myxococcota; c__ ; o__Polyangiales; f__Sandaracinaceae; g__Sandaracinus; s__Sandaracinus sp.
Nitrospirales bacterium	k__ ; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__ ; g__ ; s__Nitrospirales bacterium
Nitrospiraceae bacterium UBA2166	k__ ; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__ ; s__Nitrospiraceae bacterium UBA2166
Nitrospiraceae bacterium	k__ ; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__ ; s__Nitrospiraceae bacterium
Sulfurimonas sp.	k__ ; p__Campylobacterota; c__Epsilonproteobacteria; o__Campylobacterales; f__Sulfurimonadaceae; g__Sulfurimonas; s__Sulfurimonas sp.
Campylobacter ureolyticus	k__ ; p__Campylobacterota; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter ureolyticus
bacterium	k__ ; p__ ; c__ ; o__ ; f__ ; g__ ; s__bacterium
bacterium TMED46	k__ ; p__ ; c__ ; o__ ; f__ ; g__ ; s__bacterium TMED46
uncultured PS1 clade bacterium	k__ ; p__ ; c__ ; o__ ; f__ ; g__ ; s__uncultured PS1 clade bacterium
uncultured bacterium	k__ ; p__ ; c__ ; o__ ; f__ ; g__ ; s__uncultured bacterium
Spirochaetales bacterium	k__ ; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__ ; g__ ; s__Spirochaetales bacterium
Spirochaetaceae bacterium	k__ ; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__ ; s__Spirochaetaceae bacterium
Leptospirales bacterium	k__ ; p__Spirochaetota; c__Spirochaetia; o__Leptospirales; f__ ; g__ ; s__Leptospirales bacterium
Desulforhopalus singaporensis	k__ ; p__Thermodesulfobacteriota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfocapsaceae; g__Desulforhopalus; s__Desulforhopalus singaporensis
Marine Group I thaumarchaeote	k__ ; p__Nitrososphaerota; c__ ; o__ ; f__ ; g__ ; s__Marine Group I thaumarchaeote
Thaumarchaeota archaeon SCGC AAA007-O23	k__ ; p__Nitrososphaerota; c__ ; o__ ; f__ ; g__ ; s__Thaumarchaeota archaeon SCGC AAA007-O23
uncultured marine group I thaumarchaeote	k__ ; p__Nitrososphaerota; c__ ; o__ ; f__ ; g__ ; s__uncultured marine group I thaumarchaeote
Marine Group I thaumarchaeote SCGC AAA799-O18	k__ ; p__Nitrososphaerota; c__ ; o__ ; f__ ; g__ ; s__Marine Group I thaumarchaeote SCGC AAA799-O18
Candidatus Nitrosopelagicus sp.	k__ ; p__Nitrososphaerota; c__ ; o__ ; f__ ; g__Candidatus Nitrosopelagicus; s__Candidatus Nitrosopelagicus sp.
Nitrosopelagicus sp. REDSEA-S31_B2	k__ ; p__Nitrososphaerota; c__ ; o__ ; f__ ; g__Candidatus Nitrosopelagicus; s__Nitrosopelagicus sp. REDSEA-S31_B2
Candidatus Nitrosopelagicus brevis	k__ ; p__Nitrososphaerota; c__ ; o__ ; f__ ; g__Candidatus Nitrosopelagicus; s__Candidatus Nitrosopelagicus brevis
Nitrososphaerota archaeon	k__ ; p__Nitrososphaerota; c__ ; o__ ; f__ ; g__ ; s__Nitrososphaerota archaeon
Thaumarchaeota archaeon UBA141	k__ ; p__Nitrososphaerota; c__ ; o__ ; f__ ; g__ ; s__Thaumarchaeota archaeon UBA141
Thaumarchaeota archaeon SCGC AAA282-K18	k__ ; p__Nitrososphaerota; c__ ; o__ ; f__ ; g__ ; s__Thaumarchaeota archaeon SCGC AAA282-K18
uncultured Candidatus Nitrosopumilus sp.	k__ ; p__Nitrososphaerota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__uncultured Candidatus Nitrosopumilus sp.
Nitrosopumilus sp.	k__ ; p__Nitrososphaerota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp.
Nitrososphaerales archaeon TH5895	k__ ; p__Nitrososphaerota; c__Nitrososphaeria; o__Nitrososphaerales; f__ ; g__ ; s__Nitrososphaerales archaeon TH5895
Candidatus Methanosuratincola sp.	k__ ; p__Candidatus Methanomethylicota; c__Candidatus Methanomethylicia; o__Candidatus Methanomethylicales; f__Candidatus Methanomethylicaceae; g__Candidatus Methanosuratincola (ex Vanwonterghem et al. 2016); s__Candidatus Methanosuratincola sp.
Candidatus Bathyarchaeota archaeon	k__ ; p__Candidatus Bathyarchaeota; c__ ; o__ ; f__ ; g__ ; s__Candidatus Bathyarchaeota archaeon
Euryarchaeota archaeon UBA528	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA528
Candidatus Poseidoniales archaeon	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Candidatus Poseidoniales archaeon
Euryarchaeota archaeon UBA54	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA54
Marine Group II euryarchaeote MED-G34	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Marine Group II euryarchaeote MED-G34
Euryarchaeota archaeon UBA126	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA126
Euryarchaeota archaeon UBA60	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA60
Euryarchaeota archaeon UBA623	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA623
Euryarchaeota archaeon UBA58	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA58
Marine group II euryarchaeote REDSEA-S43_B8	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Marine group II euryarchaeote REDSEA-S43_B8
Euryarchaeota archaeon UBA463	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA463
Euryarchaeota archaeon UBA605	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA605
Euryarchaeota archaeon UBA121	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA121
Marine group II euryarchaeote REDSEA-S42_B7	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Marine group II euryarchaeote REDSEA-S42_B7
Marine group II euryarchaeote REDSEA-S11_B3N4	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Marine group II euryarchaeote REDSEA-S11_B3N4
Euryarchaeota archaeon UBA175	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA175
Marine group II euryarchaeote REDSEA-S30_B12	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Marine group II euryarchaeote REDSEA-S30_B12
Euryarchaeota archaeon UBA220	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA220
Euryarchaeota archaeon UBA495	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA495
Euryarchaeota archaeon UBA19	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA19
Euryarchaeota archaeon UBA10	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA10
Euryarchaeota archaeon UBA130	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA130
Euryarchaeota archaeon UBA538	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA538
Euryarchaeota archaeon UBA439	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA439
Euryarchaeota archaeon UBA462	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA462
Euryarchaeota archaeon UBA59	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA59
Euryarchaeota archaeon UBA62	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA62
Euryarchaeota archaeon UBA602	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA602
Euryarchaeota archaeon UBA182	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA182
Euryarchaeota archaeon UBA105	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA105
Euryarchaeota archaeon UBA250	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA250
Euryarchaeota archaeon UBA222	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA222
Marine Group II euryarchaeote MED-G33	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Marine Group II euryarchaeote MED-G33
Euryarchaeota archaeon UBA106	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__Euryarchaeota archaeon UBA106
Candidatus Thalassoarchaea betae	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__Candidatus Thalassarchaeaceae; g__Candidatus Thalassarchaeum; s__Candidatus Thalassarchaeum betae
Candidatus Thalassarchaeaceae archaeon	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__Candidatus Thalassarchaeaceae; g__ ; s__Candidatus Thalassarchaeaceae archaeon
uncultured Candidatus Poseidoniales archaeon	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__ ; g__ ; s__uncultured Candidatus Poseidoniales archaeon
Candidatus Poseidoniaceae archaeon	k__ ; p__Thermoplasmatota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales; f__Candidatus Poseidoniaceae; g__ ; s__Candidatus Poseidoniaceae archaeon
Euryarchaeota archaeon UBA136	k__ ; p__Thermoplasmatota; c__Thermoplasmata; o__Candidatus Thermoprofundales; f__ ; g__ ; s__Euryarchaeota archaeon UBA136
Marine Group III euryarchaeote CG-Bathy1	k__ ; p__Thermoplasmatota; c__Thermoplasmata; o__Candidatus Thermoprofundales; f__ ; g__ ; s__Marine Group III euryarchaeote CG-Bathy1
Euryarchaeota archaeon UBA488	k__ ; p__Thermoplasmatota; c__Thermoplasmata; o__Candidatus Thermoprofundales; f__ ; g__ ; s__Euryarchaeota archaeon UBA488
